dataset,config,method,B,cost_ratio,C_rev,n_subjects,mean_delta,median_delta,ci_2.5,ci_97.5,permutation_p,wilcoxon_p,sign_p,n_positive,n_negative,n_zero,cs_wins_pct,holm_p
SEUMLD,OADNet_text,s5_exact_budget_match,,10.0,1.0,76,0.07582617336331976,-1.1102230246251566e-17,0.022535298908214464,0.13106719046001017,0.0092,0.06457415527292969,1.0,37,38,1,50.0,
SEUMLD,OADNet_text,s5_exact_budget_match,,10.0,2.0,76,-0.0009621867992781933,-0.047580645161290236,-0.061539766314579435,0.06113100049097337,0.9746,0.6598828064875757,0.3018724904870079,33,43,0,56.57894736842105,
SEUMLD,OADNet_audio,s5_exact_budget_match,,1.0,0.25,76,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,76,0.0,
SEUMLD,OADNet_audio,s5_exact_budget_match,,1.0,0.5,76,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,76,0.0,
SEUMLD,OADNet_audio,s5_exact_budget_match,,1.0,1.0,76,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,76,0.0,
SEUMLD,OADNet_audio,s5_exact_budget_match,,1.0,2.0,76,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,76,0.0,
SEUMLD,OADNet_audio,s5_exact_budget_match,,2.0,0.25,76,0.0025920802686471927,-0.004545454545454547,-0.003441444462979639,0.009184263130458706,0.4324,0.3842767218763451,0.02651683255068482,27,47,2,61.8421052631579,
SEUMLD,OADNet_audio,s5_exact_budget_match,,2.0,0.5,76,-0.00036371899600909206,-0.004598308668076118,-0.006354943301836752,0.005903782358607085,0.9093,0.35712727912458997,0.10064367752023572,29,44,3,57.89473684210527,
SEUMLD,OADNet_audio,s5_exact_budget_match,,2.0,1.0,76,-0.006275317525321673,0.0,-0.014070386377934247,0.001368836310925087,0.1242,0.20495538153381276,0.8099490529189248,33,36,7,47.368421052631575,
SEUMLD,OADNet_audio,s5_exact_budget_match,,2.0,2.0,76,-0.01809851458394682,-2.2204460492503132e-17,-0.033216450525482596,-0.003769718732245403,0.0179,0.04661606759800416,0.5504125118224712,32,38,6,50.0,
SEUMLD,OADNet_audio,s5_exact_budget_match,,3.0,0.25,76,0.014577575464550446,-0.005971479500891263,0.0023089555469112343,0.028331652399862746,0.0307,0.8037366033617028,0.13538510529943087,31,45,0,59.210526315789465,
SEUMLD,OADNet_audio,s5_exact_budget_match,,3.0,0.5,76,0.010034536439633972,-0.00582497212931995,-0.0015174916952193944,0.02237731600426583,0.107,0.81262634801716,0.13017768031912758,30,44,2,57.89473684210527,0.214
SEUMLD,OADNet_audio,s5_exact_budget_match,,3.0,1.0,76,0.00094845838980102,0.0,-0.011644895598619536,0.013846037479000334,0.8838,0.9451817318974454,1.0,35,34,7,44.73684210526316,
SEUMLD,OADNet_audio,s5_exact_budget_match,,3.0,2.0,76,-0.01722369770986487,-0.007125603864734287,-0.03880193056008767,0.0036558584667392416,0.1121,0.23577172874423025,0.7310088822226056,36,40,0,52.63157894736842,
SEUMLD,OADNet_audio,s5_exact_budget_match,,5.0,0.25,76,0.052262963196173726,-0.006155303030303041,0.02563697055618976,0.0820306382089823,0.0,0.1421634666900294,0.42219110499231566,34,42,0,55.26315789473685,
SEUMLD,OADNet_audio,s5_exact_budget_match,,5.0,0.5,76,0.0447811790997038,-0.001219512195121958,0.019809171932379247,0.07226524957871777,0.0009,0.06119627367058283,0.7275470834894697,35,39,2,51.31578947368421,
SEUMLD,OADNet_audio,s5_exact_budget_match,,5.0,1.0,76,0.029817610906763943,0.009423503325942361,0.006897588071745762,0.054554617123370494,0.0177,0.049867501099617885,0.1480321806927584,41,28,7,36.84210526315789,
SEUMLD,OADNet_audio,s5_exact_budget_match,,5.0,2.0,76,-0.00010952547911577184,0.030709534368070956,-0.029935302220110448,0.02860800139865157,0.9949,0.6655153074774715,0.42219110499231566,42,34,0,44.73684210526316,
SEUMLD,OADNet_audio,s5_exact_budget_match,,10.0,0.25,76,0.16151004098587923,-0.0047727272727272705,0.09541496225968528,0.2357188163482051,0.0,0.030792203596687155,0.8175538505509841,36,39,1,51.31578947368421,
SEUMLD,OADNet_audio,s5_exact_budget_match,,10.0,0.5,76,0.15153355361065157,0.0026021080368906603,0.08851095622287809,0.2234584929286834,0.0,0.006154780288878007,0.7275470834894697,39,35,2,46.05263157894737,
SEUMLD,OADNet_audio,s5_exact_budget_match,,10.0,1.0,76,0.13158057886019633,0.030368906455862998,0.07342246121546245,0.19609772779117537,0.0,0.00033086902458389896,0.004903382516355935,46,22,8,28.947368421052634,
SEUMLD,OADNet_audio,s5_exact_budget_match,,10.0,2.0,76,0.09167462935928579,0.06304347826086959,0.03679144464669368,0.14829846165894228,0.0012,0.0038067090376790315,0.005228243004014281,50,25,1,32.89473684210527,
MDPE,OADNet_text,s5_exact_budget_match,,1.0,0.25,191,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,191,0.0,
MDPE,OADNet_text,s5_exact_budget_match,,1.0,0.5,191,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,191,0.0,
MDPE,OADNet_text,s5_exact_budget_match,,1.0,1.0,191,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,191,0.0,
MDPE,OADNet_text,s5_exact_budget_match,,1.0,2.0,191,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,191,0.0,
MDPE,OADNet_text,s5_exact_budget_match,,2.0,0.25,191,0.005198611427270658,0.004166666666666663,0.002365458304878974,0.008077777619698003,0.0004,0.012169060650217594,0.21492179659284366,103,85,3,44.50261780104712,
MDPE,OADNet_text,s5_exact_budget_match,,2.0,0.5,191,0.0010072843159572055,0.0,-0.0014454814477577952,0.0034372865923059425,0.4204,0.854301837941074,0.7094997422022832,87,93,11,48.69109947643979,
MDPE,OADNet_text,s5_exact_budget_match,,2.0,1.0,191,-0.007375369906669699,-0.008333333333333326,-0.010420033765839588,-0.004370589574322786,0.0,2.6941465819114586e-05,0.0013382290107702688,65,108,18,56.54450261780105,
MDPE,OADNet_text,s5_exact_budget_match,,2.0,2.0,191,-0.024140678351923513,-0.024999999999999956,-0.031053427801805897,-0.01740832953941877,0.0,8.412746896511361e-10,5.90386192308644e-07,58,126,7,65.96858638743456,
MDPE,OADNet_text,s5_exact_budget_match,,3.0,0.25,191,0.021901794521587376,0.014583333333333327,0.016216008896729646,0.02792049614917672,0.0,1.6702417790740022e-09,0.0006125635007924331,119,71,1,37.17277486910995,
MDPE,OADNet_text,s5_exact_budget_match,,3.0,0.5,191,0.014427308597010394,0.008333333333333326,0.00941457527126489,0.01958421067607557,0.0,1.7746803418203133e-05,0.03511193479805759,110,80,1,41.8848167539267,0.0
MDPE,OADNet_text,s5_exact_budget_match,,3.0,1.0,191,-0.0005216632521435612,0.0,-0.005131316867744137,0.004146890887017221,0.8259,0.5687826634892874,0.4044033069094141,81,93,17,48.69109947643979,
MDPE,OADNet_text,s5_exact_budget_match,,3.0,2.0,191,-0.03041960695045148,-0.025,-0.03866568024888079,-0.022342268002124598,0.0,1.7407447367052555e-10,3.086880963477329e-07,58,128,5,67.01570680628272,
MDPE,OADNet_text,s5_exact_budget_match,,5.0,0.25,191,0.06916116549055315,0.03958333333333334,0.05552629894149785,0.0835606599514379,0.0,1.19775764355994e-15,5.8641749693511004e-08,133,58,0,30.36649214659686,
MDPE,OADNet_text,s5_exact_budget_match,,5.0,0.5,191,0.05818157675089156,0.033333333333333305,0.04521177156840427,0.07148408452841641,0.0,2.0736705263993111e-13,1.6860965470030651e-06,127,61,3,31.93717277486911,
MDPE,OADNet_text,s5_exact_budget_match,,5.0,1.0,191,0.0362223992715684,0.016666666666666653,0.025261211017527888,0.04757787009636543,0.0,1.2406485298811874e-07,0.00014165227387663654,121,68,2,35.602094240837694,
MDPE,OADNet_text,s5_exact_budget_match,,5.0,2.0,191,-0.007695955687077924,-0.008333333333333304,-0.01927531489490856,0.0038567038470293624,0.1905,0.1383534800880247,0.5071267761548859,87,97,7,50.78534031413613,
MDPE,OADNet_text,s5_exact_budget_match,,10.0,0.25,191,0.1961747856438273,0.13333333333333333,0.16450899631990287,0.22928060266332806,0.0,2.5288845415659152e-23,2.3960182267252e-10,139,52,0,27.225130890052355,
MDPE,OADNet_text,s5_exact_budget_match,,10.0,0.5,191,0.18001176113513923,0.12083333333333332,0.1503583589422566,0.21202715968586386,0.0,2.8257660840853904e-21,4.6330870548459496e-11,140,50,1,26.17801047120419,
MDPE,OADNet_text,s5_exact_budget_match,,10.0,1.0,191,0.14768571211776313,0.09166666666666663,0.11970658813263525,0.17656930533424386,0.0,5.221124033717918e-18,8.268710330655722e-12,141,48,2,25.13089005235602,
MDPE,OADNet_text,s5_exact_budget_match,,10.0,2.0,191,0.08303361408301087,0.05,0.0587165187039988,0.10748918734350103,0.0,1.0928483365732227e-08,2.6065301536566627e-06,127,62,2,32.460732984293195,
MDPE,OADNet_audio,s5_exact_budget_match,,1.0,0.25,191,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,191,0.0,
MDPE,OADNet_audio,s5_exact_budget_match,,1.0,0.5,191,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,191,0.0,
MDPE,OADNet_audio,s5_exact_budget_match,,1.0,1.0,191,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,191,0.0,
MDPE,OADNet_audio,s5_exact_budget_match,,1.0,2.0,191,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,191,0.0,
MDPE,OADNet_audio,s5_exact_budget_match,,2.0,0.25,191,0.001403748387586312,-0.002083333333333337,-0.0016580236550572888,0.004735433739282189,0.4016,0.720005373654413,0.10173298321807797,79,102,10,53.403141361256544,
MDPE,OADNet_audio,s5_exact_budget_match,,2.0,0.5,191,-0.0006051293724865312,0.0,-0.002796115031489491,0.001675985469307231,0.6033,0.21159726555642366,0.28989252377520636,80,95,16,49.73821989528796,
MDPE,OADNet_audio,s5_exact_budget_match,,2.0,1.0,191,-0.004622884892632219,0.0,-0.007938813642916764,-0.0012633735488276818,0.0071,0.022234100838320756,0.6343339062839166,76,83,32,43.455497382198956,
MDPE,OADNet_audio,s5_exact_budget_match,,2.0,2.0,191,-0.012658395932923594,0.0,-0.022393628120494734,-0.0033632578344335745,0.0091,0.023292535412894524,0.40973607358085473,83,95,13,49.73821989528796,
MDPE,OADNet_audio,s5_exact_budget_match,,3.0,0.25,191,0.015387168980954548,-1.1102230246251566e-17,0.008940644206692468,0.02253158433872069,0.0,0.004158581588029013,0.7699893951857697,91,96,4,50.26178010471204,
MDPE,OADNet_audio,s5_exact_budget_match,,3.0,0.5,191,0.012252447074891875,0.0,0.007395287958115182,0.017364746945898776,0.0,0.00120862490787689,0.5000546060016107,94,84,13,43.97905759162304,0.0
MDPE,OADNet_audio,s5_exact_budget_match,,3.0,1.0,191,0.005983003262766523,0.008333333333333326,0.0017945215873738532,0.010209424083769635,0.0067,0.006416843033928027,0.0031719670751109417,108,68,15,35.602094240837694,
MDPE,OADNet_audio,s5_exact_budget_match,,3.0,2.0,191,-0.006555884361484181,-4.4408920985006264e-17,-0.01874004097427726,0.005267850368009704,0.2972,0.31185200557456505,0.5565347647566327,88,97,6,50.78534031413613,
MDPE,OADNet_audio,s5_exact_budget_match,,5.0,0.25,191,0.050958911905303876,0.0,0.036031553513164886,0.06708033376963352,0.0,9.1318082501781e-06,0.9415748463707182,92,94,5,49.21465968586388,
MDPE,OADNet_audio,s5_exact_budget_match,,5.0,0.5,191,0.04652477426208362,1.1102230246251566e-17,0.033809943850064486,0.05993555087639425,0.0,1.7065302126698e-07,0.11727865310746043,101,79,11,41.361256544502616,
MDPE,OADNet_audio,s5_exact_budget_match,,5.0,1.0,191,0.03765649897564307,0.016666666666666698,0.028207565065634727,0.047492459594809924,0.0,2.637762284653255e-13,2.063009137768868e-11,132,44,15,23.036649214659686,
MDPE,OADNet_audio,s5_exact_budget_match,,5.0,2.0,191,0.019919948402761966,0.01666666666666674,0.008154924501100232,0.03176293724865315,0.0012,0.001286108095908778,0.0009180999579128616,116,70,5,36.64921465968586,
MDPE,OADNet_audio,s5_exact_budget_match,,10.0,0.25,191,0.143470198801123,0.0,0.10746361398816298,0.18140334528416419,0.0,1.524865137713369e-06,0.7687855622330493,90,95,6,49.73821989528796,
MDPE,OADNet_audio,s5_exact_budget_match,,10.0,0.5,191,0.13821515289475683,0.004166666666666674,0.10455810380150242,0.1732718956294104,0.0,2.038720158334361e-08,0.15653146957815167,100,80,11,41.8848167539267,
MDPE,OADNet_audio,s5_exact_budget_match,,10.0,1.0,191,0.12770506108202442,0.04166666666666665,0.09908267888307153,0.15754813529099324,0.0,1.315538816212887e-18,5.172890389187347e-14,139,40,12,20.94240837696335,
MDPE,OADNet_audio,s5_exact_budget_match,,10.0,2.0,191,0.10668487745655968,0.0833333333333333,0.0857572653463844,0.12900926663631535,0.0,1.0431023958430088e-18,3.973373933536242e-16,146,38,7,19.895287958115183,
